pollster,sample_size,numeric_grade,pollscore,state,transparency_score,end_date,party,answer,pct
John Zogby Strategies,501,1.8,0,South Carolina,5,2024-04-21,DEM,Biden,35.3
John Zogby Strategies,501,1.8,0,South Carolina,5,2024-04-21,IND,Kennedy,49.8
John Zogby Strategies,501,1.8,0,South Carolina,5,2024-04-21,REP,Trump,47
John Zogby Strategies,501,1.8,0,South Carolina,5,2024-04-21,IND,Kennedy,39.5
John Zogby Strategies,303,1.8,0,South Dakota,5,2024-04-21,DEM,Biden,32.8
John Zogby Strategies,303,1.8,0,South Dakota,5,2024-04-21,IND,Kennedy,53.3
John Zogby Strategies,303,1.8,0,South Dakota,5,2024-04-21,REP,Trump,50.6
John Zogby Strategies,303,1.8,0,South Dakota,5,2024-04-21,IND,Kennedy,38
John Zogby Strategies,510,1.8,0,Tennessee,5,2024-04-21,DEM,Biden,31.3
John Zogby Strategies,510,1.8,0,Tennessee,5,2024-04-21,IND,Kennedy,55.4
John Zogby Strategies,510,1.8,0,Tennessee,5,2024-04-21,REP,Trump,52.3
John Zogby Strategies,510,1.8,0,Tennessee,5,2024-04-21,IND,Kennedy,34.5
John Zogby Strategies,743,1.8,0,Texas,5,2024-04-21,DEM,Biden,34.7
John Zogby Strategies,743,1.8,0,Texas,5,2024-04-21,IND,Kennedy,52.9
John Zogby Strategies,743,1.8,0,Texas,5,2024-04-21,REP,Trump,44.6
John Zogby Strategies,743,1.8,0,Texas,5,2024-04-21,IND,Kennedy,40.3
John Zogby Strategies,414,1.8,0,Utah,5,2024-04-21,DEM,Biden,35.8
John Zogby Strategies,414,1.8,0,Utah,5,2024-04-21,IND,Kennedy,54.2
John Zogby Strategies,414,1.8,0,Utah,5,2024-04-21,REP,Trump,39.7
John Zogby Strategies,414,1.8,0,Utah,5,2024-04-21,IND,Kennedy,43.9
John Zogby Strategies,272,1.8,0,Vermont,5,2024-04-21,DEM,Biden,46.9
John Zogby Strategies,272,1.8,0,Vermont,5,2024-04-21,IND,Kennedy,42.2
John Zogby Strategies,272,1.8,0,Vermont,5,2024-04-21,REP,Trump,29.1
John Zogby Strategies,272,1.8,0,Vermont,5,2024-04-21,IND,Kennedy,51.5
John Zogby Strategies,586,1.8,0,Virginia,5,2024-04-21,DEM,Biden,41.8
John Zogby Strategies,586,1.8,0,Virginia,5,2024-04-21,IND,Kennedy,46.6
John Zogby Strategies,586,1.8,0,Virginia,5,2024-04-21,REP,Trump,40.7
John Zogby Strategies,586,1.8,0,Virginia,5,2024-04-21,IND,Kennedy,43.1
John Zogby Strategies,418,1.8,0,Washington,5,2024-04-21,DEM,Biden,44.8
John Zogby Strategies,418,1.8,0,Washington,5,2024-04-21,IND,Kennedy,44.6
John Zogby Strategies,418,1.8,0,Washington,5,2024-04-21,REP,Trump,30.7
John Zogby Strategies,418,1.8,0,Washington,5,2024-04-21,IND,Kennedy,49.3
John Zogby Strategies,383,1.8,0,West Virginia,5,2024-04-21,DEM,Biden,28.9
John Zogby Strategies,383,1.8,0,West Virginia,5,2024-04-21,IND,Kennedy,53.6
John Zogby Strategies,383,1.8,0,West Virginia,5,2024-04-21,REP,Trump,58.2
John Zogby Strategies,383,1.8,0,West Virginia,5,2024-04-21,IND,Kennedy,30.4
John Zogby Strategies,518,1.8,0,Wisconsin,5,2024-04-21,DEM,Biden,42.1
John Zogby Strategies,518,1.8,0,Wisconsin,5,2024-04-21,IND,Kennedy,48.2
John Zogby Strategies,518,1.8,0,Wisconsin,5,2024-04-21,REP,Trump,41.4
John Zogby Strategies,518,1.8,0,Wisconsin,5,2024-04-21,IND,Kennedy,40.6
John Zogby Strategies,249,1.8,0,Wyoming,5,2024-04-21,DEM,Biden,20.2
John Zogby Strategies,249,1.8,0,Wyoming,5,2024-04-21,IND,Kennedy,66.8
John Zogby Strategies,249,1.8,0,Wyoming,5,2024-04-21,REP,Trump,52.6
John Zogby Strategies,249,1.8,0,Wyoming,5,2024-04-21,IND,Kennedy,35.5
John Zogby Strategies,23683,1.8,0,National,5,2024-04-21,DEM,Biden,40.5
John Zogby Strategies,23683,1.8,0,National,5,2024-04-21,IND,Kennedy,47.7
John Zogby Strategies,23683,1.8,0,National,5,2024-04-21,REP,Trump,41.7
John Zogby Strategies,23683,1.8,0,National,5,2024-04-21,IND,Kennedy,42.2
Texas Lyceum,926,NA,NA,Texas,6,2024-04-21,DEM,Biden,31
Texas Lyceum,926,NA,NA,Texas,6,2024-04-21,REP,Trump,41
Texas Lyceum,926,NA,NA,Texas,6,2024-04-21,IND,Kennedy,11
Texas Lyceum,926,NA,NA,Texas,6,2024-04-21,GRE,Stein,1
Texas Lyceum,926,NA,NA,Texas,6,2024-04-21,IND,West,1
Morning Consult,4000,1.9,-0.3,National,3,2024-04-20,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-04-20,REP,Trump,43
Suffolk,500,2.9,-1,Massachusetts,8,2024-04-20,DEM,Biden,51.6
Suffolk,500,2.9,-1,Massachusetts,8,2024-04-20,REP,Trump,22
Suffolk,500,2.9,-1,Massachusetts,8,2024-04-20,IND,Kennedy,7.8
Suffolk,500,2.9,-1,Massachusetts,8,2024-04-20,IND,West,0.8
U. North Florida,745,2.8,-0.6,National,10,2024-04-20,DEM,Biden,45
U. North Florida,745,2.8,-0.6,National,10,2024-04-20,REP,Trump,47
Morning Consult,4000,1.9,-0.3,National,3,2024-04-19,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-04-19,REP,Trump,43
Marist,1047,2.9,-0.9,National,7,2024-04-18,DEM,Biden,51
Marist,1047,2.9,-0.9,National,7,2024-04-18,REP,Trump,48
Marist,1047,2.9,-0.9,National,7,2024-04-18,DEM,Biden,43
Marist,1047,2.9,-0.9,National,7,2024-04-18,REP,Trump,38
Marist,1047,2.9,-0.9,National,7,2024-04-18,IND,Kennedy,14
Marist,1047,2.9,-0.9,National,7,2024-04-18,IND,West,2
Marist,1047,2.9,-0.9,National,7,2024-04-18,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,National,3,2024-04-18,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-04-18,REP,Trump,42
Emerson,1308,2.9,-1.1,National,7,2024-04-17,DEM,Biden,48.5
Emerson,1308,2.9,-1.1,National,7,2024-04-17,REP,Trump,51.5
Emerson,1308,2.9,-1.1,National,7,2024-04-17,DEM,Biden,39.9
Emerson,1308,2.9,-1.1,National,7,2024-04-17,REP,Trump,43.5
Emerson,1308,2.9,-1.1,National,7,2024-04-17,IND,Kennedy,7.6
Emerson,1308,2.9,-1.1,National,7,2024-04-17,IND,West,1
Emerson,1308,2.9,-1.1,National,7,2024-04-17,GRE,Stein,0.4
Florida Atlantic University/Mainstreet Research,865,NA,NA,Florida,6,2024-04-17,DEM,Biden,41.5
Florida Atlantic University/Mainstreet Research,865,NA,NA,Florida,6,2024-04-17,REP,Trump,50.3
Florida Atlantic University/Mainstreet Research,815,NA,NA,Florida,6,2024-04-17,DEM,Biden,42.7
Florida Atlantic University/Mainstreet Research,815,NA,NA,Florida,6,2024-04-17,REP,Trump,51.3
Florida Atlantic University/Mainstreet Research,865,NA,NA,Florida,6,2024-04-17,DEM,Biden,38.3
Florida Atlantic University/Mainstreet Research,865,NA,NA,Florida,6,2024-04-17,REP,Trump,48.4
Florida Atlantic University/Mainstreet Research,865,NA,NA,Florida,6,2024-04-17,IND,Kennedy,6.7
Florida Atlantic University/Mainstreet Research,815,NA,NA,Florida,6,2024-04-17,DEM,Biden,40.1
Florida Atlantic University/Mainstreet Research,815,NA,NA,Florida,6,2024-04-17,REP,Trump,48.8
Florida Atlantic University/Mainstreet Research,815,NA,NA,Florida,6,2024-04-17,IND,Kennedy,5.9
Morning Consult,7990,1.9,-0.3,National,3,2024-04-17,DEM,Biden,42
Morning Consult,7990,1.9,-0.3,National,3,2024-04-17,REP,Trump,42
Siena,806,2.7,-0.8,New York,7,2024-04-17,DEM,Biden,47
Siena,806,2.7,-0.8,New York,7,2024-04-17,REP,Trump,37
Meredith College,711,1.6,0.3,North Carolina,8,2024-04-17,DEM,Biden,39
Meredith College,711,1.6,0.3,North Carolina,8,2024-04-17,REP,Trump,41
Meredith College,711,1.6,0.3,North Carolina,8,2024-04-17,IND,Kennedy,9
YouGov,1358,3,-1.1,National,9,2024-04-16,DEM,Biden,44
YouGov,1358,3,-1.1,National,9,2024-04-16,REP,Trump,44
YouGov,1358,3,-1.1,National,9,2024-04-16,IND,Kennedy,3
YouGov,1358,3,-1.1,National,9,2024-04-16,IND,West,1
YouGov,1358,3,-1.1,National,9,2024-04-16,GRE,Stein,0
Morning Consult,4000,1.9,-0.3,National,3,2024-04-16,DEM,Biden,41
Morning Consult,4000,1.9,-0.3,National,3,2024-04-16,REP,Trump,43
Civiqs,1161,2.4,-0.2,National,8,2024-04-16,DEM,Biden,44
Civiqs,1161,2.4,-0.2,National,8,2024-04-16,REP,Trump,45
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,DEM,Biden,44
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,REP,Trump,46
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,DEM,Biden,39
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,REP,Trump,37
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,IND,Kennedy,13
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,GRE,Stein,3
Hart/POS,1000,2.6,-0.7,National,4,2024-04-16,IND,West,2
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,DEM,Biden,39
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,REP,Trump,46
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,IND,Kennedy,7
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,IND,West,2
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,GRE,Stein,1
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,DEM,Biden,45
Beacon/Shaw,1128,2.8,-1.1,Georgia,6,2024-04-16,REP,Trump,51
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,DEM,Biden,40
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,REP,Trump,42
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,IND,Kennedy,9
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,IND,West,2
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,GRE,Stein,2
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,DEM,Biden,46
Beacon/Shaw,1126,2.8,-1.1,Michigan,6,2024-04-16,REP,Trump,49
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,DEM,Biden,42
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,REP,Trump,44
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,IND,Kennedy,8
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,IND,West,1
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,GRE,Stein,2
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,DEM,Biden,48
Beacon/Shaw,1141,2.8,-1.1,Pennsylvania,6,2024-04-16,REP,Trump,48
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,DEM,Biden,43
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,REP,Trump,41
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,IND,Kennedy,9
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,IND,West,2
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,GRE,Stein,2
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,DEM,Biden,48
Beacon/Shaw,1198,2.8,-1.1,Wisconsin,6,2024-04-16,REP,Trump,48
Hart Research Associates,1200,1,0.2,National,5,2024-04-16,DEM,Biden,44
Hart Research Associates,1200,1,0.2,National,5,2024-04-16,REP,Trump,46
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,DEM,Biden,45
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,REP,Trump,49
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,DEM,Harris,43
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,REP,Trump,49
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,DEM,Biden,36
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,REP,Trump,38
McLaughlin,1000,0.5,1.6,National,4,2024-04-16,IND,Kennedy,10
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,DEM,Biden,26
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,REP,Trump,54
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,DEM,Biden,23
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,REP,Trump,47
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,IND,Kennedy,13
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,IND,West,1
Noble Predictive Insights,600,2.4,-0.4,Utah,6,2024-04-16,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,National,3,2024-04-15,DEM,Biden,41
Morning Consult,4000,1.9,-0.3,National,3,2024-04-15,REP,Trump,44
YouGov,1171,3,-1.1,National,9,2024-04-15,DEM,Biden,44
YouGov,1171,3,-1.1,National,9,2024-04-15,REP,Trump,44
YouGov,1171,3,-1.1,National,9,2024-04-15,DEM,Biden,42
YouGov,1171,3,-1.1,National,9,2024-04-15,REP,Trump,42
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,DEM,Biden,43
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,REP,Trump,49
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,DEM,Biden,39
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,REP,Trump,47
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,IND,Kennedy,5
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,IND,West,1
Morning Consult,802,1.9,-0.3,Georgia,3,2024-04-15,GRE,Stein,1
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,DEM,Biden,43
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,REP,Trump,40
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,IND,Kennedy,7
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,IND,West,1
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,GRE,Stein,1
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,DEM,Biden,47
Morning Consult,708,1.9,-0.3,Michigan,3,2024-04-15,REP,Trump,45
Survey Center on American Life,6597,NA,NA,National,6,2024-04-15,DEM,Biden,36
Survey Center on American Life,6597,NA,NA,National,6,2024-04-15,REP,Trump,36
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,DEM,Biden,49
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,REP,Trump,46
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,DEM,Biden,41
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,REP,Trump,40
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,IND,Kennedy,11
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,IND,West,2
Echelon Insights,1020,2.7,-0.8,National,9,2024-04-14,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,National,3,2024-04-14,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,National,3,2024-04-14,REP,Trump,44
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,DEM,Biden,37
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,REP,Trump,48
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,IND,Kennedy,7
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,IND,West,2
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,GRE,Stein,3
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,DEM,Biden,43
Morning Consult,450,1.9,-0.3,Nevada,3,2024-04-14,REP,Trump,51
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,DEM,Biden,38
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,REP,Trump,48
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,IND,Kennedy,5
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,IND,West,1
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,GRE,Stein,0
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,DEM,Biden,41
Morning Consult,703,1.9,-0.3,North Carolina,3,2024-04-14,REP,Trump,51
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,DEM,Biden,41
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,REP,Trump,44
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,IND,Kennedy,8
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,IND,West,1
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,GRE,Stein,1
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,DEM,Biden,44
Morning Consult,702,1.9,-0.3,Wisconsin,3,2024-04-14,REP,Trump,48
Pew,7166,2.5,-0.4,National,8,2024-04-14,DEM,Biden,48
Pew,7166,2.5,-0.4,National,8,2024-04-14,REP,Trump,49
Morning Consult,4000,1.9,-0.3,National,3,2024-04-13,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-04-13,REP,Trump,44
Mason-Dixon,635,2.6,-1.1,North Carolina,6,2024-04-13,DEM,Biden,43
Mason-Dixon,635,2.6,-1.1,North Carolina,6,2024-04-13,REP,Trump,49
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,DEM,Biden,40
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,REP,Trump,46
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,IND,Kennedy,7
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,IND,West,2
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,GRE,Stein,0
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,DEM,Biden,42
Morning Consult,801,1.9,-0.3,Arizona,3,2024-04-13,REP,Trump,49
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,DEM,Biden,42
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,REP,Trump,43
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,IND,Kennedy,8
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,IND,West,0
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,GRE,Stein,1
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,DEM,Biden,46
Morning Consult,803,1.9,-0.3,Pennsylvania,3,2024-04-13,REP,Trump,47
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,DEM,Biden,23.7
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,REP,Trump,56.4
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,IND,Kennedy,7
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,IND,West,2
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,GRE,Stein,1
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,DEM,Biden,30.2
Cygnal,615,2.1,-1.1,Oklahoma,4,2024-04-12,REP,Trump,60.6
Morning Consult,4000,1.9,-0.3,National,3,2024-04-12,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-04-12,REP,Trump,43
The Tyson Group,600,1.1,0.1,Arizona,3.5,2024-04-11,DEM,Biden,33
The Tyson Group,600,1.1,0.1,Arizona,3.5,2024-04-11,REP,Trump,39
The Tyson Group,600,1.1,0.1,Arizona,3.5,2024-04-11,IND,Kennedy,12
The Tyson Group,600,1.1,0.1,Arizona,3.5,2024-04-11,IND,West,2
The Tyson Group,600,1.1,0.1,Arizona,3.5,2024-04-11,LIB,Mapstead,1
The Tyson Group,600,1.1,0.1,Arizona,3.5,2024-04-11,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,National,3,2024-04-11,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-04-11,REP,Trump,43
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,DEM,Biden,36
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,REP,Trump,42
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,DEM,Biden,34
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,REP,Trump,37
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,IND,Kennedy,13
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,GRE,Stein,2
MRG (Marketing Resource Group),600,1.8,0.1,Michigan,6,2024-04-11,IND,West,1
Public Opinion Strategies,1000,1.6,0.3,National,3,2024-04-11,DEM,Biden,45
Public Opinion Strategies,1000,1.6,0.3,National,3,2024-04-11,REP,Trump,43
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,DEM,Biden,45
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,REP,Trump,46
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,DEM,Biden,40
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,REP,Trump,42
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,DEM,Biden,46
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,REP,Trump,47
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,DEM,Biden,42
Siena/NYT,1059,3,-1.5,National,9,2024-04-11,REP,Trump,43
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,DEM,Biden,44
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,REP,Trump,48
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,DEM,Biden,39
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,REP,Trump,44
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,GRE,Stein,4
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,LIB,Mapstead,2
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,DEM,Biden,37
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,REP,Trump,42
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,GRE,Stein,2
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,LIB,Mapstead,1
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,IND,Kennedy,10
Fabrizio,400,1.7,-0.1,Arizona,6,2024-04-11,IND,West,0
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,DEM,Biden,43.6
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,REP,Trump,56.4
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,DEM,Biden,34.6
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,REP,Trump,49.2
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,IND,Kennedy,6.1
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,IND,West,0.5
Emerson,1000,2.9,-1.1,Florida,7,2024-04-10,GRE,Stein,1.1
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,DEM,Biden,45.3
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,REP,Trump,46.9
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,DEM,Biden,39.4
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,REP,Trump,41.5
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,IND,Kennedy,8.6
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,GRE,Stein,1.1
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,IND,West,1.8
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,DEM,Biden,40.2
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,REP,Trump,41.6
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,LIB,Kennedy,7.6
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,GRE,Stein,1.4
Cygnal,1500,2.1,-1.1,National,4,2024-04-10,IND,West,1.4
Morning Consult,4000,1.9,-0.3,National,3,2024-04-10,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,National,3,2024-04-10,REP,Trump,43
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,DEM,Biden,34
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,REP,Trump,46
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,LIB,Oliver,1
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,GRE,Stein,2
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,IND,Kennedy,9
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,DEM,Biden,36
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,REP,Trump,48
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,LIB,Oliver,3
Texas Hispanic Policy Foundation,1600,NA,NA,Texas,5,2024-04-10,GRE,Stein,3
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,DEM,Biden,49
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,REP,Trump,51
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,DEM,Biden,49
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,REP,Trump,51
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,DEM,Biden,40
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,REP,Trump,41
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,IND,Kennedy,13
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,GRE,Stein,3
Marquette Law School,814,3,-1.1,Wisconsin,10,2024-04-10,IND,West,2
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,DEM,Biden,41
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,REP,Trump,42
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,IND,Kennedy,12
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,GRE,Stein,3
Marquette Law School,707,3,-1.1,Wisconsin,10,2024-04-10,IND,West,1
ActiVote,995,NA,NA,National,5,2024-04-10,DEM,Biden,47.1
ActiVote,995,NA,NA,National,5,2024-04-10,REP,Trump,52.9
ActiVote,995,NA,NA,National,5,2024-04-10,DEM,Biden,40.7
ActiVote,995,NA,NA,National,5,2024-04-10,REP,Trump,44
ActiVote,995,NA,NA,National,5,2024-04-10,IND,Kennedy,15.3
Morning Consult,4000,1.9,-0.3,National,3,2024-04-09,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,National,3,2024-04-09,REP,Trump,43
YouGov,1583,3,-1.1,National,9,2024-04-09,DEM,Biden,42
YouGov,1583,3,-1.1,National,9,2024-04-09,REP,Trump,43
YouGov,1583,3,-1.1,National,9,2024-04-09,IND,Kennedy,3
YouGov,1583,3,-1.1,National,9,2024-04-09,IND,West,1
YouGov,1583,3,-1.1,National,9,2024-04-09,GRE,Stein,0
