pollster,sample_size,numeric_grade,pollscore,transparency_score,end_date,party,answer,pct
Emerson,1438,2.9,-1.1,7,2024-04-03,GRE,Stein,0.5
Morning Consult,4000,1.9,-0.3,3,2024-04-03,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-04-03,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-04-02,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-04-02,REP,Trump,43
YouGov,1604,3,-1.1,9,2024-04-02,DEM,Biden,43
YouGov,1604,3,-1.1,9,2024-04-02,REP,Trump,43
YouGov,1604,3,-1.1,9,2024-04-02,IND,Kennedy,2
YouGov,1604,3,-1.1,9,2024-04-02,IND,West,1
YouGov,1604,3,-1.1,9,2024-04-02,GRE,Stein,0
Morning Consult,4000,1.9,-0.3,3,2024-04-01,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-04-01,REP,Trump,43
Trafalgar Group,1092,0.7,0.6,4,2024-03-31,DEM,Biden,39.8
Trafalgar Group,1092,0.7,0.6,4,2024-03-31,REP,Trump,43.1
Trafalgar Group,1092,0.7,0.6,4,2024-03-31,IND,Kennedy,11.4
Trafalgar Group,1092,0.7,0.6,4,2024-03-31,GRE,Stein,0.8
Trafalgar Group,1092,0.7,0.6,4,2024-03-31,IND,West,1.7
Morning Consult,6018,1.9,-0.3,3,2024-03-31,DEM,Biden,44
Morning Consult,6018,1.9,-0.3,3,2024-03-31,REP,Trump,42
Big Village,2021,1.2,1.7,9,2024-03-31,DEM,Biden,33.5
Big Village,2021,1.2,1.7,9,2024-03-31,REP,Trump,34.9
Big Village,2021,1.2,1.7,9,2024-03-31,IND,Kennedy,8.4
Big Village,2021,1.2,1.7,9,2024-03-31,IND,West,2.4
Big Village,1619,1.2,1.7,9,2024-03-31,DEM,Biden,38.8
Big Village,1619,1.2,1.7,9,2024-03-31,REP,Trump,37.8
Big Village,1619,1.2,1.7,9,2024-03-31,IND,Kennedy,8.2
Big Village,1619,1.2,1.7,9,2024-03-31,IND,West,1.9
Big Village,1425,1.2,1.7,9,2024-03-31,DEM,Biden,41.9
Big Village,1425,1.2,1.7,9,2024-03-31,REP,Trump,39.7
Big Village,1425,1.2,1.7,9,2024-03-31,IND,Kennedy,7.8
Big Village,1425,1.2,1.7,9,2024-03-31,IND,West,1.8
Morning Consult,4000,1.9,-0.3,3,2024-03-30,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-30,REP,Trump,43
Data for Progress,1200,2.6,-1.2,10,2024-03-29,DEM,Biden,47
Data for Progress,1200,2.6,-1.2,10,2024-03-29,REP,Trump,46
Data for Progress,1200,2.6,-1.2,10,2024-03-29,DEM,Biden,41
Data for Progress,1200,2.6,-1.2,10,2024-03-29,REP,Trump,42
Data for Progress,1200,2.6,-1.2,10,2024-03-29,IND,Kennedy,8
Data for Progress,1200,2.6,-1.2,10,2024-03-29,IND,West,1
Data for Progress,1200,2.6,-1.2,10,2024-03-29,LIB,Oliver,1
Data for Progress,1200,2.6,-1.2,10,2024-03-29,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-03-29,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-29,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-03-28,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-28,REP,Trump,44
Marist,1199,2.9,-0.9,7,2024-03-28,DEM,Biden,50
Marist,1199,2.9,-0.9,7,2024-03-28,REP,Trump,48
Marist,1199,2.9,-0.9,7,2024-03-28,DEM,Biden,43
Marist,1199,2.9,-0.9,7,2024-03-28,REP,Trump,41
Marist,1199,2.9,-0.9,7,2024-03-28,IND,Kennedy,11
Marist,1199,2.9,-0.9,7,2024-03-28,IND,West,1
Marist,1199,2.9,-0.9,7,2024-03-28,GRE,Stein,2
UpOne Insights/BSG,1000,NA,NA,3,2024-03-28,DEM,Biden,44
UpOne Insights/BSG,1000,NA,NA,3,2024-03-28,REP,Trump,46
Split Ticket,821,NA,NA,7,2024-03-28,DEM,Biden,40
Split Ticket,821,NA,NA,7,2024-03-28,REP,Trump,41
Split Ticket,821,NA,NA,7,2024-03-28,IND,Kennedy,16
Marquette Law School,868,3,-1.1,10,2024-03-28,DEM,Biden,50
Marquette Law School,868,3,-1.1,10,2024-03-28,REP,Trump,50
Marquette Law School,674,3,-1.1,10,2024-03-28,DEM,Biden,52
Marquette Law School,674,3,-1.1,10,2024-03-28,REP,Trump,48
Marquette Law School,868,3,-1.1,10,2024-03-28,DEM,Biden,38
Marquette Law School,868,3,-1.1,10,2024-03-28,REP,Trump,41
Marquette Law School,868,3,-1.1,10,2024-03-28,IND,Kennedy,14
Marquette Law School,868,3,-1.1,10,2024-03-28,IND,West,5
Marquette Law School,868,3,-1.1,10,2024-03-28,GRE,Stein,2
Marquette Law School,674,3,-1.1,10,2024-03-28,DEM,Biden,41
Marquette Law School,674,3,-1.1,10,2024-03-28,REP,Trump,41
Marquette Law School,674,3,-1.1,10,2024-03-28,IND,Kennedy,13
Marquette Law School,674,3,-1.1,10,2024-03-28,IND,West,4
Marquette Law School,674,3,-1.1,10,2024-03-28,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,3,2024-03-27,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-27,REP,Trump,44
Clarity,1080,1.6,-0.2,1,2024-03-27,DEM,Biden,46
Clarity,1080,1.6,-0.2,1,2024-03-27,REP,Trump,50
YouGov,1415,3,-1.1,9,2024-03-26,DEM,Biden,43
YouGov,1415,3,-1.1,9,2024-03-26,REP,Trump,44
YouGov,1415,3,-1.1,9,2024-03-26,IND,Kennedy,3
YouGov,1415,3,-1.1,9,2024-03-26,IND,West,0
YouGov,1415,3,-1.1,9,2024-03-26,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-03-26,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-26,REP,Trump,44
McLaughlin,2000,0.5,1.6,4,2024-03-26,DEM,Biden,44.9
McLaughlin,2000,0.5,1.6,4,2024-03-26,REP,Trump,46.5
McLaughlin,2000,0.5,1.6,4,2024-03-26,DEM,Biden,37.4
McLaughlin,2000,0.5,1.6,4,2024-03-26,REP,Trump,39.5
McLaughlin,2000,0.5,1.6,4,2024-03-26,IND,Kennedy,9.8
McLaughlin,2000,0.5,1.6,4,2024-03-26,IND,West,1.5
McLaughlin,2000,0.5,1.6,4,2024-03-26,GRE,Stein,1.7
McLaughlin,2000,0.5,1.6,4,2024-03-26,LIB,Mapstead,0.8
McLaughlin,1799,0.5,1.6,4,2024-03-26,DEM,Biden,48.3
McLaughlin,1799,0.5,1.6,4,2024-03-26,REP,Trump,45.4
McLaughlin,1799,0.5,1.6,4,2024-03-26,DEM,Biden,38.9
McLaughlin,1799,0.5,1.6,4,2024-03-26,REP,Trump,42.2
McLaughlin,1799,0.5,1.6,4,2024-03-26,IND,Kennedy,8.9
McLaughlin,1799,0.5,1.6,4,2024-03-26,IND,West,1.4
McLaughlin,1799,0.5,1.6,4,2024-03-26,GRE,Stein,1.6
McLaughlin,1799,0.5,1.6,4,2024-03-26,LIB,Mapstead,0.8
HarrisX,1010,1.5,-0.1,6,2024-03-25,DEM,Biden,50
HarrisX,1010,1.5,-0.1,6,2024-03-25,REP,Trump,50
HarrisX,1010,1.5,-0.1,6,2024-03-25,DEM,Biden,40
HarrisX,1010,1.5,-0.1,6,2024-03-25,REP,Trump,42
HarrisX,1010,1.5,-0.1,6,2024-03-25,IND,Kennedy,14
HarrisX,1010,1.5,-0.1,6,2024-03-25,GRE,Stein,2
HarrisX,1010,1.5,-0.1,6,2024-03-25,IND,West,2
Leger,786,2,0,9,2024-03-25,DEM,Biden,43
Leger,786,2,0,9,2024-03-25,REP,Trump,47
Leger,1000,2,0,9,2024-03-25,DEM,Biden,37
Leger,1000,2,0,9,2024-03-25,REP,Trump,41
Morning Consult,4000,1.9,-0.3,3,2024-03-25,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-25,REP,Trump,43
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,DEM,Biden,38
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,REP,Trump,43
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,IND,Kennedy,12
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,IND,West,2
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,GRE,Stein,2
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,DEM,Biden,45
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,REP,Trump,50
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,DEM,Harris,45
Beacon/Shaw,1094,2.8,-1.1,6,2024-03-25,REP,Trump,51
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,DEM,Biden,48
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,REP,Trump,45
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,DEM,Biden,38
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,REP,Trump,39
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,IND,Kennedy,13
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,IND,West,3
Quinnipiac,1407,2.8,-0.5,9,2024-03-25,GRE,Stein,4
Morning Consult,5833,1.9,-0.3,3,2024-03-24,DEM,Biden,44
Morning Consult,5833,1.9,-0.3,3,2024-03-24,REP,Trump,43
J.L. Partners,1000,1.6,0.2,6,2024-03-24,DEM,Biden,39
J.L. Partners,1000,1.6,0.2,6,2024-03-24,REP,Trump,43
J.L. Partners,1000,1.6,0.2,6,2024-03-24,IND,Kennedy,7
J.L. Partners,1000,1.6,0.2,6,2024-03-24,GRE,Stein,1
J.L. Partners,1000,1.6,0.2,6,2024-03-24,IND,West,2
J.L. Partners,1000,1.6,0.2,6,2024-03-24,DEM,Biden,43
J.L. Partners,1000,1.6,0.2,6,2024-03-24,REP,Trump,46
J.L. Partners,1000,1.6,0.2,6,2024-03-24,DEM,M. Obama,44
J.L. Partners,1000,1.6,0.2,6,2024-03-24,REP,Trump,47
Morning Consult,4000,1.9,-0.3,3,2024-03-23,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-23,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-03-22,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-22,REP,Trump,43
ActiVote,1001,NA,NA,5,2024-03-22,DEM,Biden,47.3
ActiVote,1001,NA,NA,5,2024-03-22,REP,Trump,52.7
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,DEM,Biden,49
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,REP,Trump,51
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,DEM,Biden,39
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,REP,Trump,43
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,IND,Kennedy,17
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,DEM,Biden,38
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,REP,Trump,43
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,IND,Kennedy,15
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,GRE,Stein,2
HarrisX/Harris Poll,2271,1.5,-0.1,7,2024-03-21,IND,West,2
Morning Consult,4000,1.9,-0.3,3,2024-03-21,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-21,REP,Trump,42
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,DEM,Biden,47
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,REP,Trump,49
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,DEM,Biden,40
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,REP,Trump,43
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,IND,Kennedy,10
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,GRE,Stein,2
Echelon Insights,1006,2.7,-0.8,9,2024-03-21,IND,West,1
Morning Consult,4000,1.9,-0.3,3,2024-03-20,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-20,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-03-19,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-03-19,REP,Trump,44
YouGov,1510,3,-1.1,9,2024-03-19,DEM,Biden,44
YouGov,1510,3,-1.1,9,2024-03-19,REP,Trump,43
YouGov,1510,3,-1.1,9,2024-03-19,IND,Kennedy,2
YouGov,1510,3,-1.1,9,2024-03-19,IND,West,1
YouGov,1510,3,-1.1,9,2024-03-19,GRE,Stein,0
Hart/POS,1001,2.6,-0.7,4,2024-03-19,DEM,Biden,45
Hart/POS,1001,2.6,-0.7,4,2024-03-19,REP,Trump,46
Morning Consult,4000,1.9,-0.3,3,2024-03-18,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-18,REP,Trump,44
Morning Consult,5777,1.9,-0.3,3,2024-03-17,DEM,Biden,43
Morning Consult,5777,1.9,-0.3,3,2024-03-17,REP,Trump,43
Florida Atlantic University/Mainstreet Research,1053,NA,NA,6,2024-03-17,DEM,Biden,44.4
Florida Atlantic University/Mainstreet Research,1053,NA,NA,6,2024-03-17,REP,Trump,44.1
Florida Atlantic University/Mainstreet Research,941,NA,NA,6,2024-03-17,DEM,Biden,47.1
Florida Atlantic University/Mainstreet Research,941,NA,NA,6,2024-03-17,REP,Trump,44.6
Selzer,704,2.8,-1.2,7.5,2024-03-17,DEM,Biden,38
Selzer,704,2.8,-1.2,7.5,2024-03-17,REP,Trump,45
Morning Consult,4000,1.9,-0.3,3,2024-03-16,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-16,REP,Trump,43
Redfield & Wilton Strategies,1124,1.8,0.4,9,2024-03-15,DEM,Biden,41
Redfield & Wilton Strategies,1124,1.8,0.4,9,2024-03-15,REP,Trump,45
Redfield & Wilton Strategies,1124,1.8,0.4,9,2024-03-15,DEM,Biden,40
Redfield & Wilton Strategies,1124,1.8,0.4,9,2024-03-15,REP,Trump,44
Redfield & Wilton Strategies,1124,1.8,0.4,9,2024-03-15,IND,Kennedy,7
Morning Consult,4000,1.9,-0.3,3,2024-03-15,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-15,REP,Trump,43
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,DEM,Biden,45
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,REP,Trump,46
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,DEM,Biden,40
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,REP,Trump,43
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,IND,Kennedy,7
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,IND,West,1
Noble Predictive Insights,2145,2.4,-0.4,6,2024-03-15,GRE,Stein,1
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,DEM,Biden,44
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,REP,Trump,43
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,DEM,Biden,38
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,REP,Trump,41
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,IND,Kennedy,8
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,IND,West,1
Noble Predictive Insights,2510,2.4,-0.4,6,2024-03-15,GRE,Stein,1
RMG Research,2000,2.3,-0.4,5,2024-03-14,DEM,Biden,42
RMG Research,2000,2.3,-0.4,5,2024-03-14,REP,Trump,37
RMG Research,2000,2.3,-0.4,5,2024-03-14,IND,Kennedy,14
RMG Research,2000,2.3,-0.4,5,2024-03-14,DEM,Biden,46
RMG Research,2000,2.3,-0.4,5,2024-03-14,REP,Trump,42
Morning Consult,4000,1.9,-0.3,3,2024-03-14,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-14,REP,Trump,43
McLaughlin,1000,0.5,1.6,4,2024-03-14,DEM,Biden,43
McLaughlin,1000,0.5,1.6,4,2024-03-14,REP,Trump,49
McLaughlin,1000,0.5,1.6,4,2024-03-14,DEM,Harris,41
McLaughlin,1000,0.5,1.6,4,2024-03-14,REP,Trump,50
McLaughlin,1000,0.5,1.6,4,2024-03-14,DEM,Biden,34
McLaughlin,1000,0.5,1.6,4,2024-03-14,REP,Trump,38
McLaughlin,1000,0.5,1.6,4,2024-03-14,IND,Kennedy,12
McLaughlin,1000,0.5,1.6,4,2024-03-14,IND,West,2
McLaughlin,1000,0.5,1.6,4,2024-03-14,IND,Manchin,2
McLaughlin,1000,0.5,1.6,4,2024-03-14,GRE,Stein,2
PPP,837,1.4,0,4,2024-03-13,DEM,Biden,46
PPP,837,1.4,0,4,2024-03-13,REP,Trump,45
Morning Consult,4000,1.9,-0.3,3,2024-03-13,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-13,REP,Trump,42
Big Village,2026,1.2,1.7,9,2024-03-13,DEM,Biden,32.8
Big Village,2026,1.2,1.7,9,2024-03-13,REP,Trump,36.3
Big Village,2026,1.2,1.7,9,2024-03-13,IND,Kennedy,9
Big Village,2026,1.2,1.7,9,2024-03-13,IND,West,1.8
Big Village,1628,1.2,1.7,9,2024-03-13,DEM,Biden,36.8
Big Village,1628,1.2,1.7,9,2024-03-13,REP,Trump,39.1
Big Village,1628,1.2,1.7,9,2024-03-13,IND,Kennedy,8.6
Big Village,1628,1.2,1.7,9,2024-03-13,IND,West,2.1
Big Village,1436,1.2,1.7,9,2024-03-13,DEM,Biden,39.5
Big Village,1436,1.2,1.7,9,2024-03-13,REP,Trump,40.9
Big Village,1436,1.2,1.7,9,2024-03-13,IND,Kennedy,8.5
Big Village,1436,1.2,1.7,9,2024-03-13,IND,West,1.8
Ipsos,3356,2.8,-0.9,9.5,2024-03-13,DEM,Biden,50
Ipsos,3356,2.8,-0.9,9.5,2024-03-13,REP,Trump,48
Ipsos,4094,2.8,-0.9,9.5,2024-03-13,DEM,Biden,34
Ipsos,4094,2.8,-0.9,9.5,2024-03-13,REP,Trump,36
Ipsos,3356,2.8,-0.9,9.5,2024-03-13,DEM,Biden,43
Ipsos,3356,2.8,-0.9,9.5,2024-03-13,REP,Trump,38
Ipsos,3356,2.8,-0.9,9.5,2024-03-13,IND,Kennedy,12
Ipsos,4094,2.8,-0.9,9.5,2024-03-13,DEM,Biden,31
Ipsos,4094,2.8,-0.9,9.5,2024-03-13,REP,Trump,32
Ipsos,4094,2.8,-0.9,9.5,2024-03-13,IND,Kennedy,16
YouGov,1367,3,-1.1,9,2024-03-12,DEM,Biden,42
YouGov,1367,3,-1.1,9,2024-03-12,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-03-12,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-12,REP,Trump,43
Civiqs,1324,2.4,-0.2,8,2024-03-12,DEM,Biden,45
Civiqs,1324,2.4,-0.2,8,2024-03-12,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-03-11,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-11,REP,Trump,43
YouGov,990,3,-1.1,9,2024-03-11,DEM,Biden,44
YouGov,990,3,-1.1,9,2024-03-11,REP,Trump,46
YouGov,992,3,-1.1,9,2024-03-11,DEM,Biden,41
YouGov,992,3,-1.1,9,2024-03-11,REP,Trump,43
Suffolk,1000,2.9,-1,8,2024-03-11,DEM,Biden,37.5
Suffolk,1000,2.9,-1,8,2024-03-11,REP,Trump,40
Suffolk,1000,2.9,-1,8,2024-03-11,GRE,Stein,1.8
Suffolk,1000,2.9,-1,8,2024-03-11,IND,Kennedy,8.7
Suffolk,1000,2.9,-1,8,2024-03-11,IND,West,2.4
Morning Consult,6300,1.9,-0.3,3,2024-03-10,DEM,Biden,43
Morning Consult,6300,1.9,-0.3,3,2024-03-10,REP,Trump,44
HarrisX,2017,1.5,-0.1,6,2024-03-10,DEM,Biden,48
HarrisX,2017,1.5,-0.1,6,2024-03-10,REP,Trump,52
HarrisX,2017,1.5,-0.1,6,2024-03-10,DEM,Biden,38
HarrisX,2017,1.5,-0.1,6,2024-03-10,REP,Trump,44
HarrisX,2017,1.5,-0.1,6,2024-03-10,IND,Kennedy,15
HarrisX,2017,1.5,-0.1,6,2024-03-10,IND,West,2
HarrisX,2017,1.5,-0.1,6,2024-03-10,GRE,Stein,2
Morning Consult,4000,1.9,-0.3,3,2024-03-09,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-09,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-03-08,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-08,REP,Trump,44
Morning Consult,4000,1.9,-0.3,3,2024-03-07,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-07,REP,Trump,43
Emerson,1350,2.9,-1.1,7,2024-03-06,DEM,Biden,51
Emerson,1350,2.9,-1.1,7,2024-03-06,REP,Trump,49
Emerson,1350,2.9,-1.1,7,2024-03-06,DEM,Biden,41.5
Emerson,1350,2.9,-1.1,7,2024-03-06,REP,Trump,43.2
Emerson,1350,2.9,-1.1,7,2024-03-06,IND,Kennedy,6
Emerson,1350,2.9,-1.1,7,2024-03-06,IND,West,1.6
Emerson,1350,2.9,-1.1,7,2024-03-06,GRE,Stein,0.5
Morning Consult,4000,1.9,-0.3,3,2024-03-06,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-03-06,REP,Trump,44
YouGov,1450,3,-1.1,9,2024-03-05,DEM,Biden,42
YouGov,1450,3,-1.1,9,2024-03-05,REP,Trump,44
YouGov,1450,3,-1.1,9,2024-03-05,DEM,Biden,37
YouGov,1450,3,-1.1,9,2024-03-05,REP,Haley,34
Morning Consult,4000,1.9,-0.3,3,2024-03-05,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-05,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-03-04,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-04,REP,Trump,43
Morning Consult,6334,1.9,-0.3,3,2024-03-03,DEM,Biden,44
Morning Consult,6334,1.9,-0.3,3,2024-03-03,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-03-03,DEM,Biden,44
Morning Consult,4000,1.9,-0.3,3,2024-03-03,REP,Trump,43
Redfield & Wilton Strategies,1115,1.8,0.4,9,2024-03-02,DEM,Biden,39
Redfield & Wilton Strategies,1115,1.8,0.4,9,2024-03-02,REP,Trump,43
Redfield & Wilton Strategies,1115,1.8,0.4,9,2024-03-02,IND,Kennedy,9
Morning Consult,4000,1.9,-0.3,3,2024-03-02,DEM,Biden,43
Morning Consult,4000,1.9,-0.3,3,2024-03-02,REP,Trump,44
YouGov,1436,3,-1.1,9,2024-03-01,DEM,Biden,48
YouGov,1436,3,-1.1,9,2024-03-01,REP,Trump,52
TIPP,1246,1.8,-0.4,3,2024-03-01,DEM,Biden,43
TIPP,1246,1.8,-0.4,3,2024-03-01,REP,Trump,42
TIPP,1246,1.8,-0.4,3,2024-03-01,DEM,Biden,38
TIPP,1246,1.8,-0.4,3,2024-03-01,REP,Trump,38
TIPP,1246,1.8,-0.4,3,2024-03-01,IND,Kennedy,9
TIPP,1246,1.8,-0.4,3,2024-03-01,IND,West,2
TIPP,1246,1.8,-0.4,3,2024-03-01,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-03-01,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-03-01,REP,Trump,44
GS Strategy Group,2000,1.3,0.3,3,2024-03-01,DEM,Biden,45.3
GS Strategy Group,2000,1.3,0.3,3,2024-03-01,REP,Trump,45.8
GS Strategy Group,2000,1.3,0.3,3,2024-03-01,DEM,Biden,33
GS Strategy Group,2000,1.3,0.3,3,2024-03-01,REP,Trump,35
GS Strategy Group,2000,1.3,0.3,3,2024-03-01,IND,Kennedy,13
GS Strategy Group,2000,1.3,0.3,3,2024-03-01,IND,Haley,9
Morning Consult,4000,1.9,-0.3,3,2024-02-29,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-02-29,REP,Trump,44
Ipsos,1185,2.8,-0.9,9.5,2024-02-28,DEM,Biden,36
Ipsos,1185,2.8,-0.9,9.5,2024-02-28,REP,Trump,36
Morning Consult,4000,1.9,-0.3,3,2024-02-28,DEM,Biden,42
Morning Consult,4000,1.9,-0.3,3,2024-02-28,REP,Trump,44
Siena/NYT,980,3,-1.5,9,2024-02-28,DEM,Biden,43
Siena/NYT,980,3,-1.5,9,2024-02-28,REP,Trump,48
Siena/NYT,980,3,-1.5,9,2024-02-28,DEM,Biden,44
Siena/NYT,980,3,-1.5,9,2024-02-28,REP,Trump,48
Siena/NYT,980,3,-1.5,9,2024-02-28,DEM,Biden,35
Siena/NYT,980,3,-1.5,9,2024-02-28,REP,Haley,45
Siena/NYT,980,3,-1.5,9,2024-02-28,DEM,Biden,37
Siena/NYT,980,3,-1.5,9,2024-02-28,REP,Haley,46
Siena/NYT,980,3,-1.5,9,2024-02-28,DEM,Harris,41
Siena/NYT,980,3,-1.5,9,2024-02-28,REP,Trump,47
Siena/NYT,980,3,-1.5,9,2024-02-28,DEM,Harris,42
Siena/NYT,980,3,-1.5,9,2024-02-28,REP,Trump,48
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,DEM,Biden,38
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,REP,Trump,41
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,IND,Kennedy,13
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,IND,West,3
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,GRE,Stein,2
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,DEM,Biden,47
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,REP,Trump,49
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,DEM,Biden,35
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,REP,Haley,28
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,IND,Kennedy,24
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,IND,West,5
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,GRE,Stein,2
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,DEM,Biden,42
Beacon/Shaw,1262,2.8,-1.1,6,2024-02-28,REP,Haley,50
HarrisX,3021,1.5,-0.1,6,2024-02-28,DEM,Biden,48
HarrisX,3021,1.5,-0.1,6,2024-02-28,REP,Trump,52
HarrisX,3021,1.5,-0.1,6,2024-02-28,DEM,Biden,38
HarrisX,3021,1.5,-0.1,6,2024-02-28,REP,Trump,43
HarrisX,3021,1.5,-0.1,6,2024-02-28,IND,Kennedy,14
HarrisX,3021,1.5,-0.1,6,2024-02-28,IND,West,3
HarrisX,3021,1.5,-0.1,6,2024-02-28,GRE,Stein,2
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,DEM,Biden,35
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,REP,Trump,40
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,IND,Kennedy,9
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,IND,West,2
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,GRE,Stein,1
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,LIB,Mapstead,1
Fabrizio/GBAO,1745,NA,NA,6,2024-02-28,IND,Manchin,0
